video_id,title,description,iframe,link
XsP_98RMkqE,Integral por partes. Ejercicio #1.,"http://www.wikimatematica.org

Libro sobre este tema

http://www.amazon.com/gp/product/B0091MDFRS","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/XsP_98RMkqE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/XsP_98RMkqE
li-gZO73Snw,Integracion por partes,"http://www.wikimatematica.org

Libro sobre este tema

http://www.amazon.com/gp/product/B0091MDFRS","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/li-gZO73Snw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/li-gZO73Snw
NTBp8LxkO1s,Regla de L'hopital y formas indeterminadas,"Visita: http://bit.ly/wiki-lhopital FB: http://on.fb.me/14xhiqD
En este video explico explico que es una forma indeterminada y como calcular limite usando la regla de l'hopital. 

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/NTBp8LxkO1s"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/NTBp8LxkO1s
E2ygZ7WG3x0,Ejemplo #5 Integrales por sustitucion,"http://www.wikimatematica.org

Libro sobre este tema

http://www.amazon.com/gp/product/B0091MDFRS","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/E2ygZ7WG3x0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/E2ygZ7WG3x0
IaUNGWixRts,Ejemplo #4 Integrales por sustitucion,"http://www.wikimatematica.org

Libro sobre este tema

http://www.amazon.com/gp/product/B0091MDFRS","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/IaUNGWixRts"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/IaUNGWixRts
iCGmBXU8_-M,Ejemplo #3 integrales por sustititucion,"http://www.wikimatematica.org

Libro sobre este tema

http://www.amazon.com/gp/product/B0091MDFRS","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/iCGmBXU8_-M"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/iCGmBXU8_-M
IB0gpB0hxoU,Ejemplo #2 Integrales por sustitucion,"http://www.wikimatematica.org/index.php?title=P%C3%A1gina_Principal

Libro sobre este tema

http://www.amazon.com/gp/product/B0091MDFRS","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/IB0gpB0hxoU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/IB0gpB0hxoU
mTLm3dSmToU,Ejemplo #1 Integrales por sustitucion,"Primer ejemplo de la serie de integrales por sustitucion. Es la integral del (1+tan ø)^5 sec^2 ø . Todo explicado paso a paso, muy entendible.

http://www.wikimatematica.org

Libro sobre este tema

http://www.amazon.com/gp/product/B0091MDFRS","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/mTLm3dSmToU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/mTLm3dSmToU
5AUW_bBeRDw,Integrales de funciones simetricas,http://www.wikimatematica.org,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/5AUW_bBeRDw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/5AUW_bBeRDw
x__EUowQsNI,Integrales por sustitucion,"Ene este video explico como hacer integrales por sustitución. Es la clase completa que relaciona las integrales por sustitución con la derivada en cadena.

http://www.wikimatematica.org/

Libro sobre este tema

http://www.amazon.com/gp/product/B0091MDFRS","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/x__EUowQsNI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/x__EUowQsNI
mpKJb8KQ73Y,Teorema Fundamental del calculo integral (Parte 2),http://www.wikimatematica.org/,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/mpKJb8KQ73Y"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/mpKJb8KQ73Y
sXCJyT9SAAw,Criterio Integral para convergencia de series,"Visita: http://bit.ly/criterio-integral-wiki FB: http://on.fb.me/14xhiqD
En este video explico como utilizar el criterio de la integral para demostrar la convergencia o divergencia de un serie.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/sXCJyT9SAAw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/sXCJyT9SAAw
_cVKho9_Bx8,Integrales Impropias,"En este video doy la clase del tema de integrales impropias de primero y segundo genero con varios ejemplos 

http://www.wikimatematica.org/index.php?title=Integrales_impropias_de_primer_g%C3%A9nero

http://www.wikimatematica.org/index.php?title=Integrales_impropias_de_segundo_g%C3%A9nero

=== demostración de la integral del sen x /x ===
http://youtu.be/yRTgTP4yRd4","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/_cVKho9_Bx8"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/_cVKho9_Bx8
zWnHoEwOafw,Transformada de Laplace por definición (Ejemplo #6),www.wikimatematica.org,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/zWnHoEwOafw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/zWnHoEwOafw
wE3KUSc6lng,Transformada de Laplace por definición (Ejemplo #5),www.wikimatematica.org,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/wE3KUSc6lng"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/wE3KUSc6lng
d8jaeidSh4k,Transformada de Laplace por definición (Ejemplo #4),www.wikimatematica.org,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/d8jaeidSh4k"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/d8jaeidSh4k
Vd9XU_dpMoU,Transformada de Laplace por definición (Ejemplo #3),www.wikimatematica.org,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Vd9XU_dpMoU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/Vd9XU_dpMoU
j9mwOxigQ6A,Transformada de Laplace por definición (Ejemplo #2),www.wikimatematica.org,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/j9mwOxigQ6A"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/j9mwOxigQ6A
VOTMJRj6TFk,Transformada de Laplace por definición (Ejemplo #1),"En este video explico como hacer la transformada de Laplace usando la definición de transformada de Laplace. Este es el primero de varios ejemplos de este tema.
www.wikimatematica.org","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/VOTMJRj6TFk"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/VOTMJRj6TFk
LHejbm-R3IA,longitud de arco en polares,En este video explico la longotud de arco en coordenadas polares. Demuestro de donde sale la formula.,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/LHejbm-R3IA"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/LHejbm-R3IA
XLYZUj9_1hA,Series (Introduccion),"Visita: http://bit.ly/WCJEvO FB: http://on.fb.me/14xhiqD
Introducción al concepto de serie.

Sitio Web.
http://www.academatica.com/

Ejemplo #1 9:00
Ejemplo #2 14:55
Ejemplo #3 20:45
Ejemplo #4 27:00
Ejemplo #5 49:19
ejemplo #6 51:22
Serie Telescopica 22:45
Serie Geometrica 35:44","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/XLYZUj9_1hA"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/XLYZUj9_1hA
nM0gAZstj08,Área en polares,"Visita: http://bit.ly/Integrales-Polares FB:http://on.fb.me/14xhiqD
En este video explico como calcular integral en coordenadas polares.","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/nM0gAZstj08"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/nM0gAZstj08
1W2SBMzlVYc,Teorema Fundamental del calculo integral (Parte 1),"En este video explico y demuestro el teorema fundamenta del calculo integral. Este teorema es muy importante pues es el teorema que amarra el calculo diferencial con el calculo integral. En este video hago una demostración muy fácil de entender.
http://www.wikimatematica.org/index.php?title=Teorema_fundamental_del_c%C3%A1lculo","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1W2SBMzlVYc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/1W2SBMzlVYc
QwAgIWikGwk,Propiedades de la integral definida,NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QwAgIWikGwk"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/QwAgIWikGwk
WcCN1srJHhE,Integrales Definidas (Ejemplos),Ejemplos de integales usando sumas de Riemman,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/WcCN1srJHhE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/WcCN1srJHhE
CNbMRNOnDxo,Elipse (Parte 3),NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/CNbMRNOnDxo"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/CNbMRNOnDxo
EPv_P_jgMNI,Elipse (Parte 2),NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/EPv_P_jgMNI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/EPv_P_jgMNI
vjcFeChS53Y,Integrales (Area bajo la curva) Parte 2,NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/vjcFeChS53Y"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/vjcFeChS53Y
rZdNPYOONts,Parabola,"En este video deduzco la ecuación de la parábola y hago varios ejemplos.

Ejemplo #1 20:08","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rZdNPYOONts"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/rZdNPYOONts
wR7Y8q8YQ5c,Elipse (Parte 1),NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/wR7Y8q8YQ5c"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/wR7Y8q8YQ5c
1bi3B3JuJTU,Integral introducción (área bajo una curva),Introducción al concepto de la integral definida.,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1bi3B3JuJTU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/1bi3B3JuJTU
kr3M_PQXhSc,Pendiente en coordenadas polares,"Visita: http://bit.ly/derivada-polares FB: on.fb.me/14xhiqD
En este video explico la derivada en coordenadas polares.","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/kr3M_PQXhSc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/kr3M_PQXhSc
UVC5SC6lJPw,La circunferencia,"http://www.wikimatematica.org/index.php?title=La_circunferencia
En este video deduzco la ecuación de la circunferencia y a sus vez hago varios ejemplos de como encontrar la ecuación de una circunferencia. También trabajo la ecuación de la circunferencia centrada en (h, k)

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/UVC5SC6lJPw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/UVC5SC6lJPw
9FnDluTyjbE,La recta (Parte 3),http://www.wikimatematica.org/index.php?title=La_recta,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/9FnDluTyjbE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/9FnDluTyjbE
X6xP0ZC-EF0,Notación Sigma (Sumatoria),"Nueva versión, se mejoro la sincronización.
http://www.youtube.com/watch?v=N1lws0Ns5Ec

http://www.wikimatematica.org/index.php?title=Notaci%C3%B3n_Sigma","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/X6xP0ZC-EF0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/X6xP0ZC-EF0
1P370WtRnfw,Coordenadas Polares - Academatica.com,"http://bit.ly/c-polares
En este video explico las coordenadas polares.

http://www.wikimatematica.org/index.php?title=Coordenadas_Polares
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1P370WtRnfw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/1P370WtRnfw
Nn4vpyQJ-z4,Sucesiones (parte 2),"Segunda parte de la clase de Sucesiones. 

http://www.wikimatematica.org/index.php?title=Definici%C3%B3n_de_Sucesi%C3%B3n

Sucesiones reales cotas superiores inferiores punto acumulación monotonía","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Nn4vpyQJ-z4"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/Nn4vpyQJ-z4
ao7WQ9PlONM,Sucesiones (parte 1),"http://www.academatica.com
http://www.wikimatematica.org/index.php?title=Definici%C3%B3n_de_Sucesi%C3%B3n","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ao7WQ9PlONM"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/ao7WQ9PlONM
eECoSOiakIE,La recta (Parte 2),http://www.wikimatematica.org/index.php?title=La_recta,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/eECoSOiakIE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/eECoSOiakIE
rl_Vh4TCVZo,La recta (Parte 1),http://www.wikimatematica.org/index.php?title=La_recta,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rl_Vh4TCVZo"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/rl_Vh4TCVZo
6snJKG7d34c,Mate VII clase 2,NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/6snJKG7d34c"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/6snJKG7d34c
HrMqzHnvb_U,Integral en parametricas,"Visita: http://bit.ly/Integral-Parametricas FB: http://on.fb.me/14xhiqD
En este video explico como integrar en coordenadas parametricas.","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/HrMqzHnvb_U"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/HrMqzHnvb_U
i2O6HxC83aE,Derivada en Coordenadas Parametricas,"Visita: http://bit.ly/Derivada-Parametricas FB: http://on.fb.me/14xhiqD
00:25 Definición
En este video explico la deriva en ecuaciones paramatricas.","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/i2O6HxC83aE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/i2O6HxC83aE
I3HVZOVwhKU,Presión y Fuerza hidroestatica (Ejemplo #3),NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/I3HVZOVwhKU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/I3HVZOVwhKU
9GtZgCiHQic,Fuerza y Presión Hidroestatica (Ejemplo #2 ),NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/9GtZgCiHQic"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/9GtZgCiHQic
hrT2d1qsPpc,Nabla en Esfericas y Cilindricas,NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/hrT2d1qsPpc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/hrT2d1qsPpc
ipFawEkv6GI,Ecuaciones Parametricas,"Visita: http://bit.ly/Ecuaciones-Parametricas FB: on.fb.me/14xhiqD
En este video explico que son las curvas para parametricas y como parametrizar. Hago la parametrización de una función, de un circulo y de la hipérbola. 

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ipFawEkv6GI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/ipFawEkv6GI
0SkiPVm8Vyg,Maximos y minimos de funciones de una variable,NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/0SkiPVm8Vyg"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/0SkiPVm8Vyg
a5WFxx-nRRQ,Aproximaciones lineales y diferenciales,En este video explico y deduzco como hacer la aproximación lineal de una funcion. También explico que es el diferencial de una función en el plano. Hago varios ejemplos.,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/a5WFxx-nRRQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/a5WFxx-nRRQ
e7XDtxQQs7M,Transforma de fourier (Mas ejemplos),NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/e7XDtxQQs7M"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/e7XDtxQQs7M
UUbviVYvUDM,Teoremas de la transformada de Fourier,NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/UUbviVYvUDM"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/UUbviVYvUDM
OJohEnSqcfA,Transformada de Fourier (Ejemplo Teorema de traslación),Ejemplo transformada de fourier,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/OJohEnSqcfA"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/OJohEnSqcfA
0sFpPcrrs2I,Transformada de Fourier,En este video explico la transformada de fourier. ES el primero de varios video sobre transformada de fourier.,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/0sFpPcrrs2I"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/0sFpPcrrs2I
JlcJ6bWQOH4,Integral de Fourier (Ejemplo #1),Ejemplo de la integral de Fourier,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/JlcJ6bWQOH4"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/JlcJ6bWQOH4
BJGyR3u-xWc,Integral de fourier Compleja,La integral de fourier Compleja,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/BJGyR3u-xWc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/BJGyR3u-xWc
4Km7dCVTST4,Teorema Fundamental de las integrales de linea (Version con audio),"http://bit.ly/Teo-Fundamental-int-linea
Desarrollo del  teorema fundamental de la integrales de linea","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/4Km7dCVTST4"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/4Km7dCVTST4
PkI2f1TP2-Y,Razones de cambio,"En este video explico coo resolver problema de razones de cambio.
Aplicaciones de la derivada. 
Razones de cambio (ritmos relacionados)","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/PkI2f1TP2-Y"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/PkI2f1TP2-Y
dmLOnKXIouI,Momentos y centro de masa,"Visita: http://bit.ly/WUvdU1 FB: http://bit.ly/academatica
En este video explico como encontrar la masa, el momento con respecto al eje x y al eje y de un lamina de densidad constante.

Mas ejemplos http://www.wikimatematica.org/index.php?title=Momentos_y_centros_de_masa
Ejemplo #1 13:05","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/dmLOnKXIouI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/dmLOnKXIouI
H0WhkEqGqZQ,Presion y fuerza hidroestatica,"Clase de presión y fuerza hidroestatica del tema de aplicaciones de la integral. 

Ejemplo #1 08:50 
Ejemplo #2 20:48","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/H0WhkEqGqZQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/H0WhkEqGqZQ
OHMLK9QF_bY,Presion y fuerza hidroestatica. Ejemplo 1,"Este ejemplo es el primero de una serie de ejemplos de este tema que de aplicaciones de la integral para estudiantes de calculo de ingeniería.

Una placa vertical esta sumergida en agua  y tiene la forma que se presenta en
la figura. Encuentre la fuerza ejercida por el agua sobre la placa.","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/OHMLK9QF_bY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/OHMLK9QF_bY
Ya4aHekr8E0,m7 clase 1 parte 2,NA,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Ya4aHekr8E0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/Ya4aHekr8E0
kAVAnrxI5ss,M7 clase 1 parte 1,"Numeros Complejos.
- Suma
-Multiplicación","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/kAVAnrxI5ss"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/kAVAnrxI5ss
bDvNuj9b8Sg,Tutorial 2 Python. Operaciones aritmeticas,En este tutorial se explica como hacer operaciones aritmeticas basicas con el interprete de python.,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/bDvNuj9b8Sg"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/bDvNuj9b8Sg
68HrrAsE8GI,Como instalar Python,En este video se explica como instalar python en su computadora.,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/68HrrAsE8GI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/68HrrAsE8GI
KTrO_CYnsCw,Teorema de Green (Ejemplo),"Visita: http://bit.ly/Teo-Green FB: http://bit.ly/academatica
Primer Ejemplo del teorema de Green. El área encerrada entre una recta y una parábola. En este video explico y hago ejemplos del teorema de green para las integrales de linea  ===Suscribete a nuestro canal en youtube===
 http://www.youtube.com/chzelada  
===Siguenos en Facebook===
 http://www.facebook.com/wikimatematica
 http://www.facebook.com/academatica  
===Visitas nuestros sitios=== 
http://www.wikimatematica.org
 http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/KTrO_CYnsCw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/KTrO_CYnsCw
