Date,lat,lon,dep,yr,mag
1999-09-20,23.806,121.15,19,1999,6.1
1999-09-20,23.822,121.226,26.9,1999,6.2
1999-09-20,23.423,120.875,16.4,1999,6.4
1999-09-22,23.758,121.158,29.3,1999,6.4
1999-09-22,23.676,121.117,24.4,1999,5.6
1999-09-25,23.776,121.15,23.2,1999,6.5
1999-09-28,54.614,168.242,22.7,1999,6
1999-09-30,16.045,-96.869,40,1999,7.5
1999-10-01,-0.286,122.671,68,1999,5.5
1999-10-08,-21.063,-174.363,25.3,1999,5.6
1999-10-10,-2.022,134.234,10,1999,5.9
1999-10-13,54.624,-161.226,22.3,1999,6.4
1999-10-16,34.515,-116.435,5.1,1999,7.2
1999-10-18,-56.211,-26.688,45.9,1999,6.3
1999-10-20,-6.959,129.328,175,1999,5.5
1999-10-22,23.537,120.525,22.5,1999,5.6
1999-10-23,-4.808,153.457,69.5,1999,6.2
1999-10-24,44.658,149.384,25,1999,5.8
1999-10-25,-19.495,-173.73,25.7,1999,5.7
1999-10-25,32.002,142.248,9,1999,5.5
1999-10-25,-38.682,176.051,158,1999,5.9
1999-11-01,23.415,121.528,52.5,1999,6.2
1999-11-08,36.472,71.236,225.8,1999,6.5
1999-11-11,49.397,155.534,30,1999,6
1999-11-11,1.244,100.22,213.4,1999,6
1999-11-12,40.782,31.213,10,1999,7.2
1999-11-12,40.737,31.067,51.8,1999,5.5
1999-11-13,53.363,171.414,22.8,1999,5.7
1999-11-15,-1.35,88.869,13.3,1999,7
1999-11-16,-55.889,-124.997,17.3,1999,5.9
1999-11-17,-6.005,148.858,58.1,1999,6.9
1999-11-17,-6.036,148.833,52.3,1999,6.2
1999-11-18,-6.485,148.576,38.9,1999,5.5
1999-11-18,0.557,126.066,44.1,1999,5.8
1999-11-19,-6.484,148.609,55.5,1999,5.7
1999-11-19,-6.359,148.813,45.5,1999,7
1999-11-21,-21.634,-68.717,95.6,1999,5.7
1999-11-21,-63.14,-164.456,15,1999,5.6
1999-11-21,18.724,-107.176,28.5,1999,6
1999-11-25,-0.927,121.524,38.5,1999,5.5
1999-11-26,55.105,165.407,32.2,1999,5.8
1999-11-26,-30.189,-177.532,35.1,1999,5.8
1999-11-26,-16.393,168.314,24.3,1999,7.4
1999-11-26,-16.019,168.129,33.3,1999,5.7
1999-11-26,55.181,165.472,25.3,1999,5.6
1999-11-26,-16.485,168.104,100.4,1999,5.5
1999-11-26,-15.625,167.958,75.3,1999,5.6
1999-11-27,-14.468,-71.246,121.4,1999,5.7
1999-11-27,-4.704,153.153,45,1999,5.7
1999-11-29,-1.287,88.965,9.3,1999,6.4
1999-11-30,-18.917,-69.141,124.6,1999,6.5
1999-11-30,-21.31,169.195,31.1,1999,5.6
1999-11-30,-21.304,-178.585,556,1999,5.6
1999-12-01,17.663,-82.382,5.1,1999,6.2
1999-12-06,57.346,-154.519,58.5,1999,7
1999-12-06,57.344,-154.367,52.1,1999,5.6
1999-12-07,57.296,-154.525,50.1,1999,6.4
1999-12-07,-15.948,-173.92,140.1,1999,6.3
1999-12-08,-9.855,160.112,12.4,1999,6
1999-12-09,-6.047,148.177,61.3,1999,6.3
1999-12-10,-36.103,-97.282,10,1999,6.5
1999-12-11,-13.927,167.274,205.2,1999,5.5
1999-12-11,15.758,119.758,43.5,1999,7.3
1999-12-12,14.731,-91.092,156.7,1999,5.5
1999-12-13,2.084,127.195,76.8,1999,5.7
1999-12-13,-0.085,125.065,50.5,1999,5.5
1999-12-15,-5.81,151.054,31.4,1999,6.2
1999-12-16,-50.268,139.373,10,1999,5.8
1999-12-17,-50.36,139.27,0.6,1999,5.9
1999-12-18,-2.448,139.758,18.1,1999,6.1
1999-12-19,12.894,144.692,55.5,1999,5.9
1999-12-19,-3.973,131.412,31.4,1999,5.7
1999-12-19,-4.603,151.373,24.6,1999,5.5
1999-12-21,-6.849,105.53,42,1999,6.4
1999-12-22,-10.846,165.574,12,1999,5.8
1999-12-24,-56.224,147.012,10,1999,6.2
1999-12-24,-56.404,147.235,8.3,1999,6
1999-12-25,-27.973,-176.643,37.5,1999,5.6
1999-12-28,5.636,-82.746,3.1,1999,6
1999-12-28,-11.146,165.725,19.8,1999,5.7
1999-12-29,18.183,-101.437,45,1999,5.7
1999-12-29,-10.925,165.522,30.7,1999,6.9
1999-12-29,-10.937,165.389,29,1999,5.6
1999-12-29,-11.12,165.468,9,1999,6.1
2000-01-01,-60.7,153.77,15,2000,6
2000-01-02,51.47,-175.52,41.2,2000,5.8
2000-01-05,-11.3,165.47,26.2,2000,6.1
2000-01-06,58.08,-136.91,12,2000,6.1
2000-01-06,16.13,119.37,12,2000,6.2
2000-01-08,-9.85,160.01,11,2000,6.4
2000-01-08,-23.19,-70.1,36,2000,6.3
2000-01-08,-16.94,-174.09,155,2000,7.2
2000-01-09,-18.76,174.46,35.3,2000,6.4
2000-01-13,-17.59,-178.64,539.6,2000,6.2
2000-01-14,25.56,101.07,24.9,2000,5.9
2000-01-15,-21.21,-179.09,638.9,2000,6
2000-01-16,-30.49,-177.86,38.4,2000,5.8
2000-01-17,-14.64,-177.39,7,2000,5.8
2000-01-19,36.34,70.35,207,2000,5.9
2000-01-20,43.62,-127.08,7,2000,6
2000-01-26,-17.32,-173.86,55,2000,6.2
2000-01-28,43.08,146.81,40,2000,6.8
2000-01-28,26.1,124.55,198,2000,6
2000-02-06,-5.89,150.99,39,2000,6.6
2000-02-12,-15.88,-174.73,229.3,2000,5.9
2000-02-12,-6.55,155.01,35,2000,5.8
2000-02-13,42.8,131.66,514.7,2000,6
2000-02-15,17.66,145.54,520,2000,5.8
2000-02-17,-10.98,166.86,30.1,2000,5.9
2000-02-25,-19.5,173.97,14,2000,7.1
2000-02-26,13.82,144.9,114,2000,6.2
2000-02-26,9.36,-78.65,65,2000,6.1
2000-02-28,-17.57,-178.87,532.7,2000,5.9
2000-02-29,-49.95,-114.46,11.4,2000,5.9
2000-02-29,-18.05,169.1,21.2,2000,6
2000-03-01,-19.14,-179.2,679.5,2000,5.8
2000-03-03,-7.35,128.52,142,2000,6.3
2000-03-03,-6.8,143.89,17,2000,6.5
2000-03-04,-60.16,150.25,15,2000,6.3
2000-03-04,-34.38,179.33,18.9,2000,5.8
2000-03-05,-62.98,145.49,15.8,2000,6.1
2000-03-12,15.14,-92.41,53,2000,6.3
2000-03-15,-44.33,-117.56,11,2000,5.9
2000-03-16,40.35,-124.94,14.6,2000,5.9
2000-03-21,3.16,128.13,92.9,2000,5.9
2000-03-28,22.26,143.68,102,2000,7.6
2000-03-29,-28.17,-176.17,20.5,2000,5.8
2000-04-03,4.09,125.52,140.5,2000,6.1
2000-04-07,-17.79,65.84,20.2,2000,6.3
2000-04-11,-28.38,-178.16,188.4,2000,5.8
2000-04-13,10.29,126.42,5,2000,5.8
2000-04-18,-20.67,-176.34,220,2000,5.9
2000-04-21,51.44,-178.15,28,2000,6
2000-04-23,-28.31,-62.92,610,2000,6.9
2000-04-23,-28.37,-62.92,610,2000,6
2000-04-30,-4.04,146.6,24.7,2000,5.9
2000-05-02,17.42,147.6,8,2000,6
2000-05-04,-1.14,123.52,26,2000,7.5
2000-05-04,-17.91,-178.41,516,2000,6.4
2000-05-06,-11.27,165.47,12,2000,6.3
2000-05-08,-4.45,150.03,502,2000,6.1
2000-05-12,-23.75,-66.77,225,2000,7.2
2000-05-12,35.88,70.65,95,2000,6.2
2000-05-14,-4.32,123.09,14,2000,6.2
2000-05-19,59.17,-153.19,80,2000,5.8
2000-05-21,71.16,-8.25,11.7,2000,5.9
2000-05-22,0.67,-25.95,9.3,2000,5.8
2000-05-22,-4.08,-81,39.5,2000,5.8
2000-05-26,11.35,139.3,14,2000,6
2000-05-30,-63.42,172.86,15,2000,5.8
2000-06-02,44.41,-130.28,6,2000,6.2
2000-06-03,35.57,140.46,51.1,2000,6.1
2000-06-04,-4.76,102.03,34.1,2000,7.8
2000-06-05,-5.65,102.82,36.6,2000,5.8
2000-06-06,40.73,33,7,2000,6
2000-06-06,-5.11,102.66,32,2000,6.2
2000-06-06,29.43,131.49,18,2000,6.3
2000-06-06,36.81,135.5,7,2000,5.9
2000-06-07,26.79,97.14,11,2000,6.3
2000-06-07,-4.65,101.84,32,2000,6.7
2000-06-09,-5.11,152.57,18,2000,6.3
2000-06-09,-5.61,102.59,27,2000,5.9
2000-06-09,-11.35,162.24,18.9,2000,6.1
2000-06-09,30.47,137.75,485,2000,6.2
2000-06-10,-11.42,166.29,45.2,2000,5.9
2000-06-10,23.86,121.18,19,2000,6.4
2000-06-11,-50.57,139.49,19.4,2000,6.5
2000-06-14,-25.56,178.21,605,2000,6.4
2000-06-14,-24.03,-66.66,239.6,2000,5.8
2000-06-14,4.54,127.7,94,2000,6.3
2000-06-14,-17.66,176.38,23,2000,6
2000-06-15,29.38,132.11,11,2000,6.1
2000-06-16,-33.83,-70.1,114,2000,6.4
2000-06-17,63.9,-20.47,8,2000,6.5
2000-06-18,-13.87,97.3,8.2,2000,7.9
2000-06-21,63.87,-20.74,8,2000,6.4
2000-06-21,14.09,145.01,117.1,2000,5.9
2000-06-25,31.13,131.25,37.7,2000,6
2000-06-29,13.02,144.64,27,2000,5.8
2000-07-01,34.22,139.17,12.5,2000,6.1
2000-07-07,51.43,179.97,31,2000,5.9
2000-07-08,-5.41,102.62,20,2000,5.8
2000-07-08,34.17,139.17,11,2000,5.8
2000-07-09,-16.27,-177.46,25.9,2000,5.8
2000-07-10,46.85,145.34,360,2000,5.8
2000-07-11,57.41,-154.42,49,2000,6.5
2000-07-15,34.39,139.26,14,2000,6
2000-07-15,-7.06,128.85,214,2000,5.9
2000-07-16,20.28,122.13,26,2000,6.4
2000-07-16,-7.77,150.96,8,2000,6.6
2000-07-16,-12.39,166.59,45.4,2000,6.1
2000-07-17,36.24,70.94,135,2000,6.3
2000-07-20,36.55,140.94,31,2000,6
2000-07-21,9.33,-85.31,17,2000,6.4
2000-07-21,18.24,-98.95,56.6,2000,5.8
2000-07-25,-53.57,-3.24,10.5,2000,5.9
2000-07-30,33.93,139.38,15,2000,6.5
2000-07-31,-16.71,174.66,10,2000,6.1
2000-07-31,-29.52,-176.13,25.3,2000,5.9
2000-08-01,-38.76,78.49,19.2,2000,5.9
2000-08-03,-12.04,166.52,35,2000,6.6
2000-08-03,-17.69,-71.88,21,2000,5.8
2000-08-04,48.77,142.2,16,2000,6.8
2000-08-06,28.82,139.6,395,2000,7.3
2000-08-07,-7.01,123.36,649,2000,6.5
2000-08-09,-15.7,168.08,14,2000,6.2
2000-08-09,18.15,-102.55,29,2000,6.5
2000-08-09,-16.81,174.48,15,2000,6.4
2000-08-12,-3.08,136.16,36.6,2000,5.9
2000-08-14,-9.36,153.94,4.3,2000,6
2000-08-15,-31.64,179.86,358,2000,6.6
2000-08-15,43.07,146.73,55.3,2000,5.8
2000-08-21,-53.02,-46.3,18,2000,6
2000-08-24,-6.02,102.64,10,2000,5.8
2000-08-28,-4.09,127.42,16,2000,6.8
2000-08-28,-4.19,127.27,17,2000,6.4
2000-09-01,1.39,96.45,22,2000,6
2000-09-02,-20.04,-179.01,691.6,2000,6
2000-09-09,-35.88,-103.08,17.6,2000,5.9
2000-09-10,24.1,121.58,29.3,2000,5.8
2000-09-10,-1.15,129.35,9,2000,6
2000-09-11,-15.91,-173.57,118,2000,6.3
2000-09-12,35.42,99.44,10,2000,6.1
2000-09-12,-5.51,101.7,9,2000,6
2000-09-14,-15.79,-179.93,9,2000,6.2
2000-09-17,-5.38,146.76,231.4,2000,5.8
2000-09-22,-5.01,102.01,31,2000,6.2
2000-09-25,-46.73,37.67,18.6,2000,5.8
2000-09-26,-17.27,-173.78,56,2000,6.3
2000-09-26,1.12,127.54,142,2000,5.9
2000-09-28,-0.27,-80.54,16,2000,6.4
2000-10-02,-7.96,30.8,34,2000,6.4
2000-10-02,29.41,129.41,23.6,2000,5.8
2000-10-03,40.19,143.13,14,2000,6.2
2000-10-04,-55.42,-128.05,6.8,2000,5.8
2000-10-04,11.08,-62.53,110,2000,6.2
2000-10-04,-15.34,167,23,2000,6.9
2000-10-04,-15.63,167.08,22.2,2000,5.8
2000-10-05,31.67,-40.9,8.3,2000,6.1
2000-10-05,6.8,126.87,31.5,2000,6.1
2000-10-06,35.38,133.17,9,2000,6.7
2000-10-07,-10.04,119.19,21,2000,5.8
2000-10-11,-20.74,-177.82,495.2,2000,5.8
2000-10-17,15.66,-92.02,186.2,2000,5.8
2000-10-21,-17.37,-175.05,287.5,2000,6.2
2000-10-21,-47.28,-12.28,12.1,2000,6
2000-10-21,1.75,-90.78,15.7,2000,5.9
2000-10-21,13.71,120.71,154.5,2000,5.8
2000-10-25,-34.57,-109.66,12.5,2000,6
2000-10-25,-6.72,105.52,38,2000,6.8
2000-10-25,-34.62,-109.53,27.1,2000,6.1
2000-10-27,26.26,140.61,388,2000,6
2000-10-27,-1.65,-24.58,21,2000,5.8
2000-10-29,-5.22,154.06,50,2000,6.9
2000-10-29,-15.23,-173.17,28.3,2000,5.8
2000-10-30,17.55,-61.21,30.6,2000,5.8
2000-10-30,-9.85,118.91,43.1,2000,5.9
2000-10-31,-18.04,-175.17,15.5,2000,6.2
2000-11-01,-7.97,-74.33,149.5,2000,5.8
2000-11-01,-45.13,167.12,30.2,2000,6.1
2000-11-06,56.18,-153.46,20,2000,5.8
2000-11-07,-55.51,-29.48,13,2000,6.7
2000-11-07,-5.46,154.01,94.4,2000,6.2
2000-11-08,7.09,-77.81,17,2000,6.5
2000-11-09,-15.37,-173.31,54.9,2000,5.8
2000-11-13,-8.33,-79.97,41.4,2000,5.8
2000-11-13,42.52,144.73,26,2000,6
2000-11-15,-21.55,170.53,155.8,2000,5.9
2000-11-16,-3.99,152.26,27.6,2000,8
2000-11-16,-5.19,153.12,30,2000,7.8
2000-11-17,-5.14,152.87,39.6,2000,5.8
2000-11-17,-5.49,151.88,29.7,2000,7.8
2000-11-18,-5.09,153.19,18,2000,6.6
2000-11-18,-5.23,151.8,43,2000,6.7
2000-11-18,-5.41,153.46,18,2000,6
2000-11-19,-5.17,151.77,60,2000,5.9
2000-11-19,-5.6,151.95,46.4,2000,6
2000-11-19,-4.79,153.12,28.3,2000,5.9
2000-11-21,-5.44,152.22,26,2000,6.1
2000-11-21,-3.63,150.99,7.5,2000,5.8
2000-11-21,-5.33,152.74,15,2000,6.1
2000-11-23,-4.59,153.09,49,2000,6.3
2000-11-23,-4.68,152.98,58.9,2000,5.8
2000-11-25,40.19,49.92,50,2000,6.8
2000-11-29,-24.95,-70.98,36,2000,6.3
2000-11-29,63.88,-150.33,12.6,2000,5.8
2000-12-04,14.87,-93.87,50,2000,6
2000-12-05,52.49,-167.97,28.6,2000,5.8
2000-12-06,39.53,54.8,30,2000,7
2000-12-06,-4.22,152.79,28,2000,6.5
2000-12-07,-4.27,152.79,26,2000,5.8
2000-12-12,5.78,-82.69,7,2000,6.1
2000-12-15,38.45,31.26,12,2000,6
2000-12-18,-21.15,-179.03,628,2000,6.5
2000-12-19,11.73,144.87,13.9,2000,6.1
2000-12-20,-39.1,-74.93,11,2000,6.4
2000-12-20,-9.35,154.64,24.2,2000,6.6
2000-12-21,-5.8,151.27,44,2000,6.3
2000-12-21,-5.38,154.21,388.3,2000,6
2000-12-22,-10.59,164.43,15.2,2000,5.8
2000-12-22,44.85,147.14,140,2000,6.1
2000-12-23,-7.91,135.75,63.5,2000,6
2000-12-27,-9.33,154.77,4.3,2000,5.8
2000-12-27,-4.23,152.8,28.1,2000,5.8
2000-12-28,-4.04,152.48,20,2000,6.1
2001-01-01,6.88,126.69,36,2001,7.4
2001-01-01,6.58,126.92,44.1,2001,6.8
2001-01-02,6.72,126.92,24,2001,6.3
2001-01-02,-11.14,162.51,33,2001,5.9
2001-01-03,43.93,147.73,60.6,2001,5.9
2001-01-07,-33.49,-72.12,17.6,2001,5.9
2001-01-09,-14.94,167.29,103,2001,7
2001-01-10,56.93,-153.53,25,2001,6.9
2001-01-11,49.16,-128.96,10.1,2001,6
2001-01-13,13.07,-88.7,38,2001,7.7
2001-01-14,22.08,143.88,87,2001,5.9
2001-01-15,-40.33,78.28,8,2001,6.3
2001-01-15,13.07,-88.45,80.7,2001,5.8
2001-01-16,-4.06,101.59,32.6,2001,6.8
2001-01-19,15.38,-92.68,111.9,2001,6
2001-01-19,-11.63,166.45,38,2001,6.2
2001-01-19,-58.12,-9.53,24.7,2001,6
2001-01-23,14.01,-91,80.1,2001,5.8
2001-01-26,23.4,70.28,16,2001,7.6
2001-01-29,-0.71,133.25,14,2001,6.2
2001-02-01,51.44,-177.8,27,2001,6
2001-02-07,13.15,-88.94,68.5,2001,5.8
2001-02-08,24.31,125.16,30.7,2001,5.8
2001-02-09,-19.13,-175.91,37.3,2001,5.8
2001-02-13,13.6,-89,11,2001,6.5
2001-02-13,-4.83,102.32,34,2001,7.3
2001-02-14,-19.56,177.52,19.2,2001,6
2001-02-14,-19.65,177.53,16.8,2001,6.2
2001-02-16,-7.15,117.42,515,2001,6
2001-02-17,53.96,-133.87,3.3,2001,6.2
2001-02-18,-47.36,32.47,17.5,2001,6
2001-02-24,1.33,126.27,35,2001,7
2001-02-24,1.53,126.33,29,2001,6.2
2001-02-24,37.21,142.08,31.7,2001,5.8
2001-02-25,36.42,70.86,200,2001,6.1
2001-02-26,46.82,144.46,378,2001,6
2001-02-28,-21.93,170.25,25,2001,6.6
2001-02-28,-21.96,170.13,15,2001,6.3
2001-02-28,47.09,-122.58,54,2001,6.8
2001-03-01,-22.34,170.37,16.6,2001,5.8
2001-03-03,-38.9,-74.94,8,2001,5.8
2001-03-05,34.33,86.88,5.3,2001,5.9
2001-03-06,-54.56,157.26,16.2,2001,6.1
2001-03-07,-6.81,-13.05,24.6,2001,5.9
2001-03-11,-25.69,-177.8,230,2001,5.8
2001-03-12,-7.25,105.97,40.6,2001,5.8
2001-03-14,0.38,121.83,105,2001,5.9
2001-03-15,8.59,93.9,25.7,2001,5.9
2001-03-15,-32.39,-71.53,37,2001,5.9
2001-03-16,13.05,-88.74,63.3,2001,5.9
2001-03-19,-4.08,127.95,18,2001,6.5
2001-03-21,-4.58,153.07,44.1,2001,5.8
2001-03-23,44.17,148,30,2001,6
2001-03-24,34.1,132.54,42,2001,6.8
2001-04-04,-5.26,132.29,17,2001,6.3
2001-04-07,-27.71,-176.23,18.7,2001,6.2
2001-04-09,-32.75,-73.22,11,2001,6.7
2001-04-13,-59.83,-25.7,26,2001,6.2
2001-04-14,30.16,141.81,7,2001,6
2001-04-17,51.28,-179.81,18,2001,5.9
2001-04-19,-7.45,156.03,16,2001,5.8
2001-04-19,-7.47,155.96,12,2001,6
2001-04-19,-7.41,156.03,20,2001,6.2
2001-04-19,-7.42,155.87,17,2001,6.6
2001-04-26,43.17,145.88,72,2001,6
2001-04-28,-18.1,-176.9,361,2001,6.8
2001-04-29,18.75,-104.53,17.9,2001,6.1
2001-05-03,0.36,126.2,26.7,2001,5.8
2001-05-07,-56.15,-144.15,5.6,2001,5.9
2001-05-09,-10.31,161.32,62,2001,6.2
2001-05-18,0.41,97.75,20,2001,5.8
2001-05-19,-19.96,-177.37,369,2001,5.9
2001-05-20,18.91,-104.44,18,2001,6.3
2001-05-25,44.26,148.34,30,2001,6.7
2001-05-25,-7.85,110.04,140,2001,6.3
2001-05-26,-20.33,-177.72,398.9,2001,6.3
2001-05-28,-6.66,132.32,36.8,2001,6
2001-05-29,-7.05,155.17,14,2001,6.4
2001-06-01,-7.18,155.01,8,2001,5.9
2001-06-03,-29.8,-178.46,187,2001,7.1
2001-06-05,-6.86,146.43,9,2001,6.4
2001-06-05,-6.79,146.46,8,2001,6
2001-06-14,24.52,121.94,36.5,2001,5.9
2001-06-14,51.16,-179.86,18,2001,6.5
2001-06-14,18.84,146.82,47.5,2001,5.9
2001-06-15,18.81,147.04,17,2001,6
2001-06-15,13.87,51.66,26,2001,5.9
2001-06-16,-15.16,-173.34,6,2001,5.9
2001-06-19,-22.87,-67.96,135.7,2001,5.9
2001-06-23,-16.38,-73.5,32,2001,8.4
2001-06-24,44.29,148.39,38.6,2001,6
2001-06-26,-17.86,-71.52,24,2001,6.7
2001-06-26,-4.04,-104.48,15,2001,6
2001-06-29,-19.73,-66.25,274,2001,6
2001-06-30,-6.37,146.84,102,2001,5.9
2001-07-01,-4.3,152.92,28,2001,6.1
2001-07-03,-6.04,154.85,210.9,2001,5.9
2001-07-03,21.63,143.04,290,2001,6.4
2001-07-04,-21.79,-176.59,180,2001,6.5
2001-07-04,-17.2,-65.6,13,2001,6.1
2001-07-04,32.2,139.62,24.1,2001,5.8
2001-07-05,-16.06,-73.75,62,2001,6.5
2001-07-07,-17.53,-71.93,14.1,2001,7.6
2001-07-08,-6.69,152.14,18.6,2001,6.1
2001-07-19,57.13,-151.16,22,2001,5.8
2001-07-19,-17.04,-174.52,225.8,2001,5.8
2001-07-22,-5.21,132.32,38.5,2001,6
2001-07-24,-3.41,134.72,48.7,2001,5.8
2001-07-24,-19.55,-69.23,9,2001,6.3
2001-07-26,39.08,24.29,12,2001,6.4
2001-07-28,59,-155.09,135,2001,6.6
2001-08-02,56.22,163.7,14,2001,6.3
2001-08-04,2.77,126.9,32,2001,5.8
2001-08-05,12.25,93.39,96.1,2001,5.9
2001-08-06,-55.43,-123.33,15,2001,6.7
2001-08-09,-14.34,-72.68,9.6,2001,5.8
2001-08-13,41.05,142.28,38,2001,6.4
2001-08-17,25.79,126.23,14,2001,5.9
2001-08-21,-36.81,-179.66,58,2001,7.1
2001-08-23,-3.33,146.46,14.2,2001,6.1
2001-08-25,7.6,-82.76,16,2001,6
2001-08-27,1.05,126.32,52.4,2001,6.1
2001-09-02,0.93,82.44,25.1,2001,6
2001-09-02,-54.31,-136.85,10.1,2001,6.3
2001-09-02,-54.46,-136.52,21.4,2001,5.9
2001-09-03,-16.27,178.3,19.3,2001,5.8
2001-09-05,-16.31,178.18,33.4,2001,5.8
2001-09-07,-13.24,97.23,4,2001,5.9
2001-09-11,-0.61,133.11,23,2001,6.5
2001-09-12,-21.01,-178.97,615,2001,6.4
2001-09-14,48.89,-128.33,8,2001,5.9
2001-09-15,-22.44,-174.84,27,2001,5.9
2001-09-18,-7.58,127.67,133.3,2001,6
2001-09-22,3.86,-75.89,168,2001,5.9
2001-09-26,-26.6,178.38,622.3,2001,5.8
2001-09-29,-18.52,168.3,18,2001,6.3
2001-09-30,-18.46,168.26,20,2001,6.2
2001-10-02,-16.2,-173.69,98,2001,6.1
2001-10-02,34.58,141.56,13.4,2001,5.9
2001-10-03,47.07,148.6,287.2,2001,5.9
2001-10-07,-3.31,142.96,25.2,2001,6.1
2001-10-08,17.08,-100.01,10,2001,5.8
2001-10-08,52.57,160.2,28,2001,6.4
2001-10-08,52.68,160.13,28,2001,6.3
2001-10-09,47.74,155.04,35.2,2001,5.9
2001-10-12,52.69,-132.25,16,2001,6
2001-10-12,12.75,145.04,37,2001,7
2001-10-13,0.81,125.84,30,2001,5.9
2001-10-14,-8.59,110.55,72.8,2001,5.8
2001-10-17,19.34,-64.99,22.1,2001,5.8
2001-10-19,-4.11,123.93,29,2001,7.5
2001-10-21,-36.94,179.32,18,2001,6.6
2001-10-26,-14.68,-70.41,206.4,2001,5.8
2001-10-26,-18.5,168.27,17,2001,6.1
2001-10-31,-5.96,150.24,34,2001,6.9
2001-11-05,-17.34,-179.07,563.2,2001,6.2
2001-11-09,9.71,-82.25,17,2001,6
2001-11-13,22.3,-107.03,26,2001,6
2001-11-13,53.61,170.44,20.8,2001,6
2001-11-14,35.88,90.58,15,2001,7.8
2001-11-15,-1.57,-15.61,12,2001,6.3
2001-11-17,-60.61,153.73,15,2001,5.9
2001-11-20,-6.98,128.85,29.2,2001,6.2
2001-11-22,-31.18,-176.57,38.7,2001,5.8
2001-11-22,-16.33,178.17,20,2001,6.3
2001-11-23,36.37,71.44,102,2001,6
2001-11-28,15.68,-93.11,84,2001,6.4
2001-12-02,-12.72,166.76,92,2001,5.9
2001-12-02,39.43,141.09,124,2001,6.4
2001-12-03,-16.52,-177.29,21.6,2001,6.4
2001-12-04,-15.35,-72.43,41.4,2001,5.8
2001-12-08,28.28,129.46,40.1,2001,6.2
2001-12-09,-0.07,122.79,163.6,2001,6
2001-12-12,-17.18,167.75,43,2001,6.1
2001-12-12,-42.83,124.65,15.8,2001,7
2001-12-18,23.99,122.78,14,2001,6.8
2001-12-22,-10.86,165.93,75.9,2001,5.9
2001-12-23,27.83,141.83,32,2001,5.9
2001-12-23,-9.61,159.64,16,2001,6.8
2001-12-25,-30.28,-177.85,40.7,2001,5.8
2001-12-27,-14.64,167.32,153,2001,6.1
2001-12-28,-36.06,-100.76,16,2001,5.8
2001-12-28,-8.34,-74.11,162.1,2001,5.9
2002-01-01,-55.14,-129.03,12.7,2002,5.9
2002-01-01,6.31,125.66,142,2002,6.3
2002-01-02,-17.88,178.88,650.1,2002,6.1
2002-01-02,-17.59,167.97,21,2002,7.2
2002-01-03,36,70.65,133,2002,6
2002-01-03,-17.66,168.08,25,2002,6.6
2002-01-07,18.96,145.04,622.2,2002,5.9
2002-01-10,-3.26,142.44,11,2002,6.7
2002-01-13,-5.66,151.12,34,2002,6.3
2002-01-15,-17.42,167.9,15.8,2002,6
2002-01-15,-6.28,105.17,24.4,2002,6.1
2002-01-15,-5.59,151.19,41,2002,6.2
2002-01-16,15.56,-93.15,78,2002,6.4
2002-01-21,-15.44,167.65,117.2,2002,5.8
2002-01-22,35.62,26.64,88,2002,6.2
2002-01-24,-4.63,-104.93,15,2002,5.8
2002-01-28,49.38,155.53,38,2002,6.1
2002-01-28,-15.4,-173.07,27.4,2002,6.2
2002-01-30,18.16,-95.89,102,2002,5.9
2002-01-30,-6.25,150.94,32.4,2002,6
2002-02-01,45.39,136.72,361,2002,5.8
2002-02-03,38.52,31.22,5,2002,6.5
2002-02-03,38.66,30.91,11,2002,5.8
2002-02-05,-5.4,151.38,39,2002,6.6
2002-02-10,-55.95,-29,193,2002,5.9
2002-02-15,-36.23,-100.52,19.6,2002,5.9
2002-02-19,-3.74,151.11,10,2002,6.1
2002-02-28,-5.74,151.4,40,2002,6.2
2002-03-02,-35.79,-17.84,35,2002,5.8
2002-03-03,-45.87,-76.31,15,2002,5.9
2002-03-03,36.42,70.46,204.9,2002,7.3
2002-03-05,6.02,124.21,31,2002,7.5
2002-03-08,5.76,124.15,7,2002,5.8
2002-03-09,-56.11,-27.44,114,2002,6
2002-03-11,30.59,141.66,14,2002,5.8
2002-03-14,51.55,-173.16,31.3,2002,5.9
2002-03-17,51.53,-173.3,32.3,2002,5.8
2002-03-17,-45.23,35.31,11,2002,6
2002-03-19,-6.49,129.89,154.2,2002,6
2002-03-20,30.55,142,37.1,2002,5.8
2002-03-25,36.05,69.21,8,2002,6.1
2002-03-26,23.32,124.05,23,2002,6.4
2002-03-28,-21.69,-68.27,132,2002,6.5
2002-03-28,22.62,-45.13,19.4,2002,5.8
2002-03-31,24.3,122.14,34,2002,7.1
2002-04-01,-29.63,-71.29,71,2002,6.3
2002-04-02,-49.47,-116.2,15.4,2002,5.8
2002-04-07,-61.02,153.48,15,2002,6.2
2002-04-08,-51.07,139.28,15,2002,6.1
2002-04-10,-20.76,169.41,29.9,2002,5.9
2002-04-11,-14.43,167.81,11,2002,6.1
2002-04-12,35.98,69.29,7,2002,5.8
2002-04-18,16.97,-100.9,11,2002,6.7
2002-04-18,-60.7,-25.85,10.2,2002,5.8
2002-04-18,-27.46,-70.44,53,2002,6.6
2002-04-18,17.2,-101.22,20.2,2002,5.9
2002-04-20,-16.37,173.4,9,2002,5.9
2002-04-21,-5.81,-81.02,25.7,2002,5.8
2002-04-24,-56.04,-122.34,7.9,2002,6.2
